,state,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),PARTY,PRES PARTY,GENERAL %,GE WINNER INDICATOR,year,white,black,native,asian,hispanic,male,female,0,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
968,AL,S2AL00103,,Jeff,Allen,LBT,R,1.50%,,2002,3148576,1173950,24534,38850,94179,2165719,2314370,58963,237083,302632,325008,320749,322812,281003,302668,321114,345023,330998,298908,248643,198880,170495,147964,119599,81123,66424
969,AR,S0AR00028,,Mark,Pryor,D,R,53.90%,W,2002,2126092,428236,19219,26686,105694,1322688,1383239,37217,145493,182837,195632,194395,195427,170896,177053,189601,199600,191230,174804,151659,124812,106576,91686,76630,54113,46266
970,AR,S6AR00124,(I),Tim,Hutchinson,R,R,46.10%,,2002,2126092,428236,19219,26686,105694,1322688,1383239,37217,145493,182837,195632,194395,195427,170896,177053,189601,199600,191230,174804,151659,124812,106576,91686,76630,54113,46266
971,CO,S6CO00168,(I),Wayne,Allard,R,R,50.70%,W,2002,3334535,183545,35353,119950,817023,2261741,2228665,66280,249899,305736,323786,323712,332961,325998,352813,348863,379240,355435,306326,228179,159381,124664,107287,87670,61754,50422
972,CO,S6CO00135,,Tom,Strickland,D,R,45.77%,,2002,3334535,183545,35353,119950,817023,2261741,2228665,66280,249899,305736,323786,323712,332961,325998,352813,348863,379240,355435,306326,228179,159381,124664,107287,87670,61754,50422
973,CO,S2CO00142,,"Douglas ""Dayhorse""",Campbell,AMC,R,1.52%,,2002,3334535,183545,35353,119950,817023,2261741,2228665,66280,249899,305736,323786,323712,332961,325998,352813,348863,379240,355435,306326,228179,159381,124664,107287,87670,61754,50422
974,CO,S2CO00118,,Rick,Stanley,LBT,R,1.47%,,2002,3334535,183545,35353,119950,817023,2261741,2228665,66280,249899,305736,323786,323712,332961,325998,352813,348863,379240,355435,306326,228179,159381,124664,107287,87670,61754,50422
975,CO,S0CO00161,,John,Heckman,CPP,R,0.50%,,2002,3334535,183545,35353,119950,817023,2261741,2228665,66280,249899,305736,323786,323712,332961,325998,352813,348863,379240,355435,306326,228179,159381,124664,107287,87670,61754,50422
976,CO,S2CO00134,,Gary,Cooper,W,R,0.04%,,2002,3334535,183545,35353,119950,817023,2261741,2228665,66280,249899,305736,323786,323712,332961,325998,352813,348863,379240,355435,306326,228179,159381,124664,107287,87670,61754,50422
977,DE,S8DE00012,(I),Joseph R.,"Biden, Jr.",D,R,58.22%,W,2002,577785,161322,2753,20122,44187,391517,414652,10653,41719,53432,57967,57541,56313,48904,56087,62614,64804,59229,52264,44388,35192,29933,27197,21777,14826,11329
978,DE,S6DE00073,,Raymond J.,Clatworthy,R,R,40.80%,,2002,577785,161322,2753,20122,44187,391517,414652,10653,41719,53432,57967,57541,56313,48904,56087,62614,64804,59229,52264,44388,35192,29933,27197,21777,14826,11329
979,DE,S2DE00049,,"Maurice ""Bud""",Barros,IDE,R,0.43%,,2002,577785,161322,2753,20122,44187,391517,414652,10653,41719,53432,57967,57541,56313,48904,56087,62614,64804,59229,52264,44388,35192,29933,27197,21777,14826,11329
980,DE,S2DE00056,,Raymond T.,Buranello,LBT,R,0.40%,,2002,577785,161322,2753,20122,44187,391517,414652,10653,41719,53432,57967,57541,56313,48904,56087,62614,64804,59229,52264,44388,35192,29933,27197,21777,14826,11329
981,DE,S0DE00050,,Robert E.,Mattson,NL,R,0.15%,,2002,577785,161322,2753,20122,44187,391517,414652,10653,41719,53432,57967,57541,56313,48904,56087,62614,64804,59229,52264,44388,35192,29933,27197,21777,14826,11329
982,GA,S2GA00118,,Saxby,Chambliss,R,R,52.73%,W,2002,5259775,2484612,20892,219692,523285,4180322,4327934,131046,498433,609905,643694,610814,633422,613550,679291,691745,684050,615253,542004,429690,312985,247116,202773,161109,111766,89610
983,GA,S6GA00127,(I),Max,Cleland,D,R,45.90%,,2002,5259775,2484612,20892,219692,523285,4180322,4327934,131046,498433,609905,643694,610814,633422,613550,679291,691745,684050,615253,542004,429690,312985,247116,202773,161109,111766,89610
984,GA,S2GA00134,,"Claude ""Sandy"" ",Thomas,LBT,R,1.37%,,2002,5259775,2484612,20892,219692,523285,4180322,4327934,131046,498433,609905,643694,610814,633422,613550,679291,691745,684050,615253,542004,429690,312985,247116,202773,161109,111766,89610
985,IA,S4IA00020,(I),Tom,Harkin,D,R,54.18%,W,2002,2712768,73089,9037,42554,96786,1442784,1491450,37248,150206,194909,211748,223448,212809,167260,185993,200322,226710,219091,194524,152890,122646,106736,100635,90715,69947,66397
986,IA,S0IA00077,,Greg,Ganske,R,R,43.78%,,2002,2712768,73089,9037,42554,96786,1442784,1491450,37248,150206,194909,211748,223448,212809,167260,185993,200322,226710,219091,194524,152890,122646,106736,100635,90715,69947,66397
987,IA,S2IA00107,,Timothy A.,Harthan,IG,R,1.11%,,2002,2712768,73089,9037,42554,96786,1442784,1491450,37248,150206,194909,211748,223448,212809,167260,185993,200322,226710,219091,194524,152890,122646,106736,100635,90715,69947,66397
988,IA,S2IA00115,,Richard J.,Moore,LBT,R,0.87%,,2002,2712768,73089,9037,42554,96786,1442784,1491450,37248,150206,194909,211748,223448,212809,167260,185993,200322,226710,219091,194524,152890,122646,106736,100635,90715,69947,66397
989,ID,S0ID00057,(I),Larry E.,Craig,R,R,65.16%,W,2002,1183683,7855,17983,16013,114838,671686,668686,20815,80939,100876,107847,111048,101176,84996,87440,90400,99629,97189,85711,68178,52303,42506,36481,30737,23082,19019
990,ID,S2ID00061,,Alan,Blinken,D,R,32.55%,,2002,1183683,7855,17983,16013,114838,671686,668686,20815,80939,100876,107847,111048,101176,84996,87440,90400,99629,97189,85711,68178,52303,42506,36481,30737,23082,19019
991,ID,S2ID00103,,Donovan,Bramwell,LBT,R,2.29%,,2002,1183683,7855,17983,16013,114838,671686,668686,20815,80939,100876,107847,111048,101176,84996,87440,90400,99629,97189,85711,68178,52303,42506,36481,30737,23082,19019
992,IL,S6IL00151,(I),Richard J.,Durbin,D,R,60.33%,W,2002,8462214,1896693,23903,489446,1653300,6137659,6387897,176591,696170,895265,930923,895240,877701,855133,923515,944575,996885,914730,798777,633979,487129,395915,362437,315212,228489,196890
993,IL,S2IL00127,,Jim,Durkin,R,R,38.02%,,2002,8462214,1896693,23903,489446,1653300,6137659,6387897,176591,696170,895265,930923,895240,877701,855133,923515,944575,996885,914730,798777,633979,487129,395915,362437,315212,228489,196890
994,IL,S2IL00135,,Steven,Burgauer,LBT,R,1.65%,,2002,8462214,1896693,23903,489446,1653300,6137659,6387897,176591,696170,895265,930923,895240,877701,855133,923515,944575,996885,914730,798777,633979,487129,395915,362437,315212,228489,196890
995,KS,S6KS00080,(I),Pat,Roberts,R,R,82.52%,W,2002,2253591,165164,27062,57218,210500,1341637,1371898,38496,152001,190379,203075,212019,201799,164712,178102,189700,212385,203215,173713,135862,103693,88791,83382,74028,56156,52027
996,KS,S6KS00205,,Steven A.,Rosile,LBT,R,9.10%,,2002,2253591,165164,27062,57218,210500,1341637,1371898,38496,152001,190379,203075,212019,201799,164712,178102,189700,212385,203215,173713,135862,103693,88791,83382,74028,56156,52027
997,KS,S2KS00089,,George,Cook,REF,R,8.37%,,2002,2253591,165164,27062,57218,210500,1341637,1371898,38496,152001,190379,203075,212019,201799,164712,178102,189700,212385,203215,173713,135862,103693,88791,83382,74028,56156,52027
998,KY,S2KY00012,(I),Mitch,McConnell,R,R,64.67%,W,2002,3656355,313885,8641,37797,73197,2002652,2087223,53496,214562,271537,285966,284083,299655,262975,289407,306192,323048,307095,277686,225926,179629,146696,127398,104644,71569,58311
999,KY,S2KY00061,,Lois Combs,Weinberg,D,R,35.32%,,2002,3656355,313885,8641,37797,73197,2002652,2087223,53496,214562,271537,285966,284083,299655,262975,289407,306192,323048,307095,277686,225926,179629,146696,127398,104644,71569,58311
1000,KY,S2KY00095,,Ralph H.,Stewart,W,R,0.01%,,2002,3656355,313885,8641,37797,73197,2002652,2087223,53496,214562,271537,285966,284083,299655,262975,289407,306192,323048,307095,277686,225926,179629,146696,127398,104644,71569,58311
1001,LA,S6LA00227,(I),Mary,Landrieu,D,R,46.00%,W,2002,2810463,1472334,27151,63264,124055,2181743,2315524,64468,254357,318495,344486,356661,351069,284105,300674,321883,347575,331266,289887,230446,180351,148652,132763,108526,73494,58109
1002,LA,S2LA00077,,Suzanne Haik,Terrell,R,R,27.24%,,2002,2810463,1472334,27151,63264,124055,2181743,2315524,64468,254357,318495,344486,356661,351069,284105,300674,321883,347575,331266,289887,230446,180351,148652,132763,108526,73494,58109
1003,LA,S2LA00093,,"Patrick E. ""Live Wire""",Landry,O,R,0.84%,,2002,2810463,1472334,27151,63264,124055,2181743,2315524,64468,254357,318495,344486,356661,351069,284105,300674,321883,347575,331266,289887,230446,180351,148652,132763,108526,73494,58109
1004,MA,S4MA00069,(I),John F.,Kerry,D,R,80.03%,W,2002,5261819,381834,14712,285026,473815,3097770,3319436,79001,313592,412366,444119,434511,421862,415083,475323,519060,531345,484600,429219,350766,251347,212118,202865,183610,136918,119501
1005,MA,S2MA00097,,Michael E.,Cloud,LBT,R,18.43%,,2002,5261819,381834,14712,285026,473815,3097770,3319436,79001,313592,412366,444119,434511,421862,415083,475323,519060,531345,484600,429219,350766,251347,212118,202865,183610,136918,119501
1006,MA,,,Randall,Forsberg,W,R,1.24%,,2002,5261819,381834,14712,285026,473815,3097770,3319436,79001,313592,412366,444119,434511,421862,415083,475323,519060,531345,484600,429219,350766,251347,212118,202865,183610,136918,119501
1007,ME,S6ME00159,(I),Susan M.,Collins,R,R,58.44%,W,2002,1254496,10348,8325,11326,11465,631734,664226,13514,56748,78792,92614,92860,74110,67460,83530,98264,110375,106861,97496,78254,58414,50294,46052,38793,27340,24189
1008,ME,S0ME00038,,Chellie,Pingree,D,R,41.56%,,2002,1254496,10348,8325,11326,11465,631734,664226,13514,56748,78792,92614,92860,74110,67460,83530,98264,110375,106861,97496,78254,58414,50294,46052,38793,27340,24189
1009,MI,S8MI00158,(I),Carl,Levin,D,R,60.61%,W,2002,7916992,1460254,66588,214740,357136,4915539,5100171,129825,534407,707356,770306,727968,683028,600098,702771,743805,804779,768119,673707,536568,402810,327286,305171,262910,185427,149369
1010,MI,S2MI00128,,Andrew,Raczkowski,R,R,37.89%,,2002,7916992,1460254,66588,214740,357136,4915539,5100171,129825,534407,707356,770306,727968,683028,600098,702771,743805,804779,768119,673707,536568,402810,327286,305171,262910,185427,149369
1011,MI,S2MI00136,,Eric,Borregard,GRN,R,0.76%,,2002,7916992,1460254,66588,214740,357136,4915539,5100171,129825,534407,707356,770306,727968,683028,600098,702771,743805,804779,768119,673707,536568,402810,327286,305171,262910,185427,149369
1012,MI,S0MI00171,,John S.,Mangopoulos,REF,R,0.41%,,2002,7916992,1460254,66588,214740,357136,4915539,5100171,129825,534407,707356,770306,727968,683028,600098,702771,743805,804779,768119,673707,536568,402810,327286,305171,262910,185427,149369
1013,MI,S2MI00144,,Doug,Dern,NL,R,0.33%,,2002,7916992,1460254,66588,214740,357136,4915539,5100171,129825,534407,707356,770306,727968,683028,600098,702771,743805,804779,768119,673707,536568,402810,327286,305171,262910,185427,149369
1014,MN,S2MN00126,,Norm,Coleman,R,R,49.53%,W,2002,4407314,212955,59233,170454,168979,2487730,2531205,66357,267095,345961,378458,381188,346239,311784,351308,385410,422678,384283,329404,254100,191828,154712,140951,123702,94139,89338
1015,MN,S2MN00019,,Walter,Mondale,D,R,47.34%,,2002,4407314,212955,59233,170454,168979,2487730,2531205,66357,267095,345961,378458,381188,346239,311784,351308,385410,422678,384283,329404,254100,191828,154712,140951,123702,94139,89338
1016,MN,S2MN00191,,Jim,Moore,IDP,R,2.00%,,2002,4407314,212955,59233,170454,168979,2487730,2531205,66357,267095,345961,378458,381188,346239,311784,351308,385410,422678,384283,329404,254100,191828,154712,140951,123702,94139,89338
1017,MN,S2MN00175,,Ray,Tricomo,GRN,R,0.45%,,2002,4407314,212955,59233,170454,168979,2487730,2531205,66357,267095,345961,378458,381188,346239,311784,351308,385410,422678,384283,329404,254100,191828,154712,140951,123702,94139,89338
1018,MN,S2MN00217,,Miro Drago,Kovatchevich,CON,R,0.10%,,2002,4407314,212955,59233,170454,168979,2487730,2531205,66357,267095,345961,378458,381188,346239,311784,351308,385410,422678,384283,329404,254100,191828,154712,140951,123702,94139,89338
1019,MN,,,Michelle Marie,Harbeck,W,R,0.00%,,2002,4407314,212955,59233,170454,168979,2487730,2531205,66357,267095,345961,378458,381188,346239,311784,351308,385410,422678,384283,329404,254100,191828,154712,140951,123702,94139,89338
1020,MO,S2MO00353,,Jim,Talent,R,R,49.80%,W,2002,4766006,661990,29194,79807,137828,2764349,2910476,74559,297205,384330,418246,415332,398394,346391,379635,411957,452140,418801,369133,305877,243363,205540,184706,157860,112292,99064
1021,MO,S0MO00159,(I),Jean,Carnahan,D,R,48.67%,,2002,4766006,661990,29194,79807,137828,2764349,2910476,74559,297205,384330,418246,415332,398394,346391,379635,411957,452140,418801,369133,305877,243363,205540,184706,157860,112292,99064
1022,MO,S8MO00095,,Tamara A.,Millay,LBT,R,0.98%,,2002,4766006,661990,29194,79807,137828,2764349,2910476,74559,297205,384330,418246,415332,398394,346391,379635,411957,452140,418801,369133,305877,243363,205540,184706,157860,112292,99064
1023,MO,S2MO00395,,Daniel (Digger),Romano,GRN,R,0.56%,,2002,4766006,661990,29194,79807,137828,2764349,2910476,74559,297205,384330,418246,415332,398394,346391,379635,411957,452140,418801,369133,305877,243363,205540,184706,157860,112292,99064
1024,MS,S8MS00055,(I),Thad,Cochran,R,R,84.58%,W,2002,1734399,1042091,12312,21955,47924,1383269,1475412,40624,163867,206467,220758,224321,224367,181198,190967,199566,213738,202795,179612,146763,118238,99905,86597,69974,47842,41082
1025,MS,S4MS00062,,Shawn,O'Hara,REF,R,15.42%,,2002,1734399,1042091,12312,21955,47924,1383269,1475412,40624,163867,206467,220758,224321,224367,181198,190967,199566,213738,202795,179612,146763,118238,99905,86597,69974,47842,41082
1026,MT,S8MT00010,(I),Max,Baucus,D,R,62.74%,W,2002,821627,4389,58965,6064,20622,454955,456712,11036,43564,58536,68041,72341,63165,47903,52926,59485,73908,75667,67469,52911,40919,33652,30239,24749,18934,16222
1027,MT,S2MT00054,,Mike,Taylor,R,R,31.73%,,2002,821627,4389,58965,6064,20622,454955,456712,11036,43564,58536,68041,72341,63165,47903,52926,59485,73908,75667,67469,52911,40919,33652,30239,24749,18934,16222
1028,MT,S2MT00088,,Stan,Jones,LBT,R,3.19%,,2002,821627,4389,58965,6064,20622,454955,456712,11036,43564,58536,68041,72341,63165,47903,52926,59485,73908,75667,67469,52911,40919,33652,30239,24749,18934,16222
1029,MT,S8MT00101,,Bob,Kelleher,GRN,R,2.34%,,2002,821627,4389,58965,6064,20622,454955,456712,11036,43564,58536,68041,72341,63165,47903,52926,59485,73908,75667,67469,52911,40919,33652,30239,24749,18934,16222
1030,NC,S2NC00083,,Elizabeth H.,Dole,R,R,53.56%,W,2002,5804603,1812306,102545,144814,461933,4076022,4250179,116474,450446,552145,586567,567905,592160,567593,634518,640648,654270,608033,549175,456119,348965,293798,251881,205887,139921,109696
1031,NC,S2NC00109,,Erskine B.,Bowles,D,R,44.96%,,2002,5804603,1812306,102545,144814,461933,4076022,4250179,116474,450446,552145,586567,567905,592160,567593,634518,640648,654270,608033,549175,456119,348965,293798,251881,205887,139921,109696
1032,NC,S2NC00257,,Sean,Haugh,LBT,R,1.45%,,2002,5804603,1812306,102545,144814,461933,4076022,4250179,116474,450446,552145,586567,567905,592160,567593,634518,640648,654270,608033,549175,456119,348965,293798,251881,205887,139921,109696
1033,NC,S2NC00265,,Paul G.,DeLaney,W,R,0.03%,,2002,5804603,1812306,102545,144814,461933,4076022,4250179,116474,450446,552145,586567,567905,592160,567593,634518,640648,654270,608033,549175,456119,348965,293798,251881,205887,139921,109696
1034,NE,S6NE00087,(I),Chuck,Hagel,R,R,82.76%,W,2002,1499790,75855,14895,26758,110994,853489,874803,24595,94599,119449,128853,136692,125788,106944,112864,119511,134101,127799,112291,85926,66681,58349,55307,47988,36083,34472
1035,NE,S2NE00052,,Charlie A.,Matulka,D,R,14.64%,,2002,1499790,75855,14895,26758,110994,853489,874803,24595,94599,119449,128853,136692,125788,106944,112864,119511,134101,127799,112291,85926,66681,58349,55307,47988,36083,34472
1036,NE,S2NE00060,,John J.,Graziano,LBT,R,1.55%,,2002,1499790,75855,14895,26758,110994,853489,874803,24595,94599,119449,128853,136692,125788,106944,112864,119511,134101,127799,112291,85926,66681,58349,55307,47988,36083,34472
1037,NE,S2NE00078,,Phil,Chase,BP,R,1.05%,,2002,1499790,75855,14895,26758,110994,853489,874803,24595,94599,119449,128853,136692,125788,106944,112864,119511,134101,127799,112291,85926,66681,58349,55307,47988,36083,34472
1038,NH,S0NH00201,,John E.,Sununu,R,R,50.82%,W,2002,1206892,11932,3465,21512,25288,625409,643680,14827,60716,85608,96202,91581,74951,66599,87746,103995,115360,105151,91852,72578,51296,41581,36826,30930,22238,19052
1039,NH,S0NH00219,,Jeanne,Shaheen,D,R,46.40%,,2002,1206892,11932,3465,21512,25288,625409,643680,14827,60716,85608,96202,91581,74951,66599,87746,103995,115360,105151,91852,72578,51296,41581,36826,30930,22238,19052
1040,NH,S2NH00157,,"""Ken""",Blevens,LBT,R,2.20%,,2002,1206892,11932,3465,21512,25288,625409,643680,14827,60716,85608,96202,91581,74951,66599,87746,103995,115360,105151,91852,72578,51296,41581,36826,30930,22238,19052
1041,NJ,S2NJ00080,,Frank R.,Lautenberg,D,R,53.88%,W,2002,5593562,1155000,15685,569549,1218847,4153842,4398801,112527,450251,589990,619466,546520,496074,524707,626959,703757,726523,650456,566513,472550,350476,288661,273720,238930,173081,141482
1042,NJ,S2NJ00239,,Douglas R.,Forrester,R,R,43.95%,,2002,5593562,1155000,15685,569549,1218847,4153842,4398801,112527,450251,589990,619466,546520,496074,524707,626959,703757,726523,650456,566513,472550,350476,288661,273720,238930,173081,141482
1043,NJ,S2NJ00270,,Ted,Glick,I,R,1.15%,,2002,5593562,1155000,15685,569549,1218847,4153842,4398801,112527,450251,589990,619466,546520,496074,524707,626959,703757,726523,650456,566513,472550,350476,288661,273720,238930,173081,141482
1044,NM,S8NM00010,(I),Pete V.,Domenici,R,R,65.03%,W,2002,824559,36148,170731,23001,800870,913453,941856,27182,104778,132909,147664,148291,133071,113618,117703,129231,143128,136696,124019,98798,76918,65072,56467,44763,30514,24487
1045,NM,S2NM00047,,Gloria,Tristani,D,R,34.97%,,2002,824559,36148,170731,23001,800870,913453,941856,27182,104778,132909,147664,148291,133071,113618,117703,129231,143128,136696,124019,98798,76918,65072,56467,44763,30514,24487
1046,OK,S4OK00083,(I),Jim,Inhofe,R,R,57.30%,W,2002,2632102,278521,310376,57635,210446,1720000,1769080,49666,190876,234909,253759,265914,267356,219360,228261,238201,265966,252798,223414,189534,151281,129956,112699,94207,65488,55435
1047,OK,S0OK00289,,David,Walters,D,R,36.31%,,2002,2632102,278521,310376,57635,210446,1720000,1769080,49666,190876,234909,253759,265914,267356,219360,228261,238201,265966,252798,223414,189534,151281,129956,112699,94207,65488,55435
1048,OK,S2OK00103,,James,Germalic,I,R,6.39%,,2002,2632102,278521,310376,57635,210446,1720000,1769080,49666,190876,234909,253759,265914,267356,219360,228261,238201,265966,252798,223414,189534,151281,129956,112699,94207,65488,55435
1049,OR,S6OR00094,(I),Gordon H.,Smith,R,R,56.21%,W,2002,2950944,68380,49288,131580,313232,1742298,1771126,44936,179913,229092,248112,247064,246588,230702,247580,243943,269597,277392,255384,199608,145538,116119,105174,94817,71365,60500
1050,OR,S2OR00085,,Bill,Bradbury,D,R,39.61%,,2002,2950944,68380,49288,131580,313232,1742298,1771126,44936,179913,229092,248112,247064,246588,230702,247580,243943,269597,277392,255384,199608,145538,116119,105174,94817,71365,60500
1051,OR,S2OR00119,,Dan,Fitzgerald,LBT,R,2.37%,,2002,2950944,68380,49288,131580,313232,1742298,1771126,44936,179913,229092,248112,247064,246588,230702,247580,243943,269597,277392,255384,199608,145538,116119,105174,94817,71365,60500
1052,OR,S6OR00326,,Lon,Mabon,CON,R,1.71%,,2002,2950944,68380,49288,131580,313232,1742298,1771126,44936,179913,229092,248112,247064,246588,230702,247580,243943,269597,277392,255384,199608,145538,116119,105174,94817,71365,60500
1053,RI,S6RI00163,(I),John F.,Reed,D,R,78.36%,W,2002,874920,55067,5277,28777,101954,512905,553090,12338,51034,68726,74373,77667,77308,62673,73546,81824,86773,80347,69872,57369,41318,35005,35019,33589,25318,21896
1054,RI,S2RI00063,,Robert G.,Tingle,R,R,21.56%,,2002,874920,55067,5277,28777,101954,512905,553090,12338,51034,68726,74373,77667,77308,62673,73546,81824,86773,80347,69872,57369,41318,35005,35019,33589,25318,21896
1055,SC,S0SC00149,,Lindsey,Graham,R,R,54.40%,W,2002,2718105,1210647,14755,44746,119542,1996726,2111069,55098,217069,273081,302007,297916,298332,265169,286700,302256,315953,302211,277467,233550,180509,151366,125440,102356,69104,52211
1056,SC,S2SC00053,,Alex,Sanders,D,R,44.19%,,2002,2718105,1210647,14755,44746,119542,1996726,2111069,55098,217069,273081,302007,297916,298332,265169,286700,302256,315953,302211,277467,233550,180509,151366,125440,102356,69104,52211
1057,SC,S2SC00061,,Ted,Adams,CON,R,0.75%,,2002,2718105,1210647,14755,44746,119542,1996726,2111069,55098,217069,273081,302007,297916,298332,265169,286700,302256,315953,302211,277467,233550,180509,151366,125440,102356,69104,52211
1058,SC,S2SC00079,,Victor,Kocher,LBT,R,0.61%,,2002,2718105,1210647,14755,44746,119542,1996726,2111069,55098,217069,273081,302007,297916,298332,265169,286700,302256,315953,302211,277467,233550,180509,151366,125440,102356,69104,52211
1059,SD,S6SD00051,(I),Tim,Johnson,D,R,49.62%,W,2002,668505,7208,64900,5602,13805,377692,382328,10172,40690,52654,58102,62457,55832,43722,45762,51395,58673,56584,48703,37435,29828,26469,25520,22448,17098,16476
1060,SD,S2SD00068,,John,Thune,R,R,49.47%,,2002,668505,7208,64900,5602,13805,377692,382328,10172,40690,52654,58102,62457,55832,43722,45762,51395,58673,56584,48703,37435,29828,26469,25520,22448,17098,16476
1061,SD,S2SD00084,,Kurt,Evans,LBT,R,0.91%,,2002,668505,7208,64900,5602,13805,377692,382328,10172,40690,52654,58102,62457,55832,43722,45762,51395,58673,56584,48703,37435,29828,26469,25520,22448,17098,16476
1062,TN,S2TN00058,,Lamar,Alexander,R,R,54.27%,W,2002,4585658,971396,15739,70195,152930,2824045,2971873,76362,304831,385722,410675,393266,411743,379507,416294,435862,453376,433072,394085,327249,256337,210773,178936,145742,100066,82020
1063,TN,S2TN00066,,Bob,Clement,D,R,44.34%,,2002,4585658,971396,15739,70195,152930,2824045,2971873,76362,304831,385722,410675,393266,411743,379507,416294,435862,453376,433072,394085,327249,256337,210773,178936,145742,100066,82020
1064,TN,S6TN00067,,John Jay,Hooker,I,R,0.39%,,2002,4585658,971396,15739,70195,152930,2824045,2971873,76362,304831,385722,410675,393266,411743,379507,416294,435862,453376,433072,394085,327249,256337,210773,178936,145742,100066,82020
1065,TX,S2TX00106,,John,Cornyn,R,R,55.30%,W,2002,11169173,2505524,81953,688826,7244849,10775672,10914653,361300,1349732,1639044,1701750,1679252,1669665,1576140,1643508,1639570,1693467,1529514,1294259,1020576,759080,627669,539747,435031,292483,238538
1066,TX,S2TX00130,,Ron,Kirk,D,R,43.33%,,2002,11169173,2505524,81953,688826,7244849,10775672,10914653,361300,1349732,1639044,1701750,1679252,1669665,1576140,1643508,1639570,1693467,1529514,1294259,1020576,759080,627669,539747,435031,292483,238538
1067,TX,S2TX00254,,Scott Lanier,Jameson,LBT,R,0.79%,,2002,11169173,2505524,81953,688826,7244849,10775672,10914653,361300,1349732,1639044,1701750,1679252,1669665,1576140,1643508,1639570,1693467,1529514,1294259,1020576,759080,627669,539747,435031,292483,238538
1068,TX,S2TX00221,,Roy H.,Williams,GRN,R,0.55%,,2002,11169173,2505524,81953,688826,7244849,10775672,10914653,361300,1349732,1639044,1701750,1679252,1669665,1576140,1643508,1639570,1693467,1529514,1294259,1020576,759080,627669,539747,435031,292483,238538
1069,TX,S2TX00239,,"James W. ""Jim""",Wright,W,R,0.03%,,2002,11169173,2505524,81953,688826,7244849,10775672,10914653,361300,1349732,1639044,1701750,1679252,1669665,1576140,1643508,1639570,1693467,1529514,1294259,1020576,759080,627669,539747,435031,292483,238538
1070,VA,S8VA00107,(I),John W.,Warner,R,R,82.58%,W,2002,5100621,1448954,21707,325798,389793,3573178,3713695,97884,377619,480667,516406,508385,509537,475582,543024,588476,605887,560917,498918,408177,297740,236855,204357,168473,116763,91206
1071,VA,S0VA00013,,Nancy B.,Spannaus,I,R,9.74%,,2002,5100621,1448954,21707,325798,389793,3573178,3713695,97884,377619,480667,516406,508385,509537,475582,543024,588476,605887,560917,498918,408177,297740,236855,204357,168473,116763,91206
1072,WV,S4WV00027,(I),Jay,Rockefeller,D,R,63.11%,W,2002,1715606,61071,3574,11125,14038,881573,923841,20658,80856,105228,115806,120830,124791,105997,115922,122053,137452,142391,137028,109377,89497,76748,70310,59245,39663,31562
1073,WV,S8WV00093,,Jay,Wolfe,R,R,36.89%,,2002,1715606,61071,3574,11125,14038,881573,923841,20658,80856,105228,115806,120830,124791,105997,115922,122053,137452,142391,137028,109377,89497,76748,70310,59245,39663,31562
1074,WY,S6WY00126,(I),Michael B.,Enzi,R,R,72.95%,W,2002,446156,4634,11335,3638,34254,252232,247785,6407,25165,32457,36994,40947,37471,28894,30614,32453,40716,42723,36629,28060,21348,17033,14997,11907,8283,6919
1075,WY,S2WY00059,,Joyce Jansa,Corcoran,D,R,27.05%,,2002,446156,4634,11335,3638,34254,252232,247785,6407,25165,32457,36994,40947,37471,28894,30614,32453,40716,42723,36629,28060,21348,17033,14997,11907,8283,6919
1076,AZ,,(I),"Kyl, Jon",,R,O,79.32,W,2000,3334438,165607,245017,106135,1309389,2576007,2584579,78966,305134,389520,381738,370484,367199,373244,369534,392930,378698,335059,300140,241181,205427,189473,175520,145023,92262,69054
1077,AZ,,,"Toel, William",,I,O,7.82,,2000,3334438,165607,245017,106135,1309389,2576007,2584579,78966,305134,389520,381738,370484,367199,373244,369534,392930,378698,335059,300140,241181,205427,189473,175520,145023,92262,69054
1078,AZ,,,"Hansen, Vance",,GRN,O,7.8,,2000,3334438,165607,245017,106135,1309389,2576007,2584579,78966,305134,389520,381738,370484,367199,373244,369534,392930,378698,335059,300140,241181,205427,189473,175520,145023,92262,69054
1079,AZ,,,"Hess, Barry J., II",,LBT,O,5.06,,2000,3334438,165607,245017,106135,1309389,2576007,2584579,78966,305134,389520,381738,370484,367199,373244,369534,392930,378698,335059,300140,241181,205427,189473,175520,145023,92262,69054
1080,CA,,(I),"Feinstein, Dianne ",,D,O,55.84,W,2000,16361791,2329679,224863,4017091,11054553,16937562,17050415,492631,1998217,2717425,2587669,2459982,2402521,2538599,2691610,2812409,2681664,2345152,2021350,1477507,1152792,984993,905056,782675,507401,428324
1081,CA,,,"Campbell, Tom ",,R,O,36.59,,2000,16361791,2329679,224863,4017091,11054553,16937562,17050415,492631,1998217,2717425,2587669,2459982,2402521,2538599,2691610,2812409,2681664,2345152,2021350,1477507,1152792,984993,905056,782675,507401,428324
1082,CA,,,"Benjamin, Medea Susan ",,GRN,O,3.08,,2000,16361791,2329679,224863,4017091,11054553,16937562,17050415,492631,1998217,2717425,2587669,2459982,2402521,2538599,2691610,2812409,2681664,2345152,2021350,1477507,1152792,984993,905056,782675,507401,428324
